10,0.0055675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=5,
12,0.00556575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=6,
14,0.00557,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=7,
16,0.0055365,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=8,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
6,0.00560775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=3,
8,0.0056215,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=4,
10,0.0055675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=5,
12,0.00556575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=6,
14,0.00557,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=7,
16,0.0055365,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=8,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
8,0.0056215,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=4,
10,0.0055675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=5,
12,0.00556575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=6,
14,0.00557,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=7,
16,0.0055365,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=8,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
10,0.0055675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=5,
12,0.00556575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=6,
14,0.00557,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=7,
16,0.0055365,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=8,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
12,0.00556575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=6,
14,0.00557,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=7,
16,0.0055365,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=8,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
14,0.00557,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=7,
16,0.0055365,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=8,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
16,0.0055365,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=8,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
18,0.0058105,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=9,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
20,0.005556,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=10,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
22,0.00554525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=11,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
24,0.0056055,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=12,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
26,0.00566375,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=13,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
28,0.00567825,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=14,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
30,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=15,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
32,0.00555225,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=16,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
34,0.0055705,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=17,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
36,0.00553275,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=18,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
38,0.005577,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=19,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
40,0.0056815,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=20,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
42,0.0055725,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=21,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
44,0.0063505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=22,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
46,0.0057025,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=23,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
48,0.0055595,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=24,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
50,0.00553925,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=25,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
52,0.005647,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=26,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
54,0.00580475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=27,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
56,0.00562075,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=28,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
58,0.00554775,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=29,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
60,0.0058015,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=30,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
62,0.005636,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=31,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
64,0.0056505,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=32,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
66,0.005604,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=33,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
68,0.005537,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=34,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
82,0.00616525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=41,
70,0.0055785,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=35,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
82,0.00616525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=41,
84,0.00595475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=42,
72,0.00556525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=36,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
82,0.00616525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=41,
84,0.00595475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=42,
86,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=43,
74,0.00559675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=37,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
82,0.00616525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=41,
84,0.00595475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=42,
86,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=43,
88,0.00554125,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=44,
76,0.00554675,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=38,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
82,0.00616525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=41,
84,0.00595475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=42,
86,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=43,
88,0.00554125,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=44,
90,0.00569,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=45,
78,0.00558,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=39,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
82,0.00616525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=41,
84,0.00595475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=42,
86,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=43,
88,0.00554125,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=44,
90,0.00569,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=45,
92,0.005552,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=46,
80,0.00560575,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=40,
82,0.00616525,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=41,
84,0.00595475,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=42,
86,0.005587,SELECT itemID FROM dataminingdb.itemsets5k WHERE transId=43,
